cod_produs;cod_ean;nume_produs;descriere;nume_categorie;imag_baza;cant_stock;in_stock;pret_produs;pret_sugerat;categorie_id;categorie_path_subcat;greutate;producator;creat_la_data;imag_galerie
100203;;Sa VELO WIDE:CHANNEL Negru;"<ul><li>Seria ,,wide:channel"" este o combinatie  intre  ,,Wide Channel"" si ,,O-Zone Full Cut"".</li><li>Canelura larga si lunga are o contributie considerabila la limitarea presiunii in zona genitala </li><li><strong> ARC-TECH SUSPENSION</strong>- Tehnologia ArcTech este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului.</li><li><strong>CONSTRUCTIE ,,D 2""</strong>-Tehnologia bazata pe dubla densitate foloseste atat materialele din nailon, cat si cele din cauciuc pentru a realiza o greutate redusa, o rezistenta ridicata si o baza flexibila. </li><li><strong> O-ZONE FULL CUT-</strong>Cu O-Zone Full Cut, seile Velo reduce presiunea asupra zonei de sedere si permite o circulatie permanenta pentru organele genitale.</li><li><strong> WIDE CHANNEL</strong> </li><li><strong> AIRTHRU COOL</strong>-Cu tehnologia Airtrhu Cool un spatiu de aspiratie conduce aerul din partea anterioara a seii catre spatiul deschis din centru pentru o ventilatie mai buna</li><li>Material fara cusaturi </li><li><strong> LATIME=175 MM </strong></li><li><strong> GREUTATE;358 GRAME </strong></li><li><strong> LUNGIME=270 MM</strong></li></ul>";Șei;;5;1;99.5;199.0;100;Șei;;VELO;2024/01/01;
100204;;Sa VELO  WIDE:CHANNEL 270x175 mm Alb;"<ul><li>Seria ,,wide:channel"" este o combinatie intre ,,Wide Channel"" si ,,O-Zone Full Cut"". Canelura larga si lunga are o contributie considerabila la limitarea presiunii in zona genitala</li><li><strong>ARC-TECH SUSPENSION-</strong> Tehnologia ArcTech este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului.</li><li><strong>CONSTRUCTIE ,,D 2""-</strong>Tehnologia bazata pe dubla densitate foloseste atat materialele din nailon, cat si cele din cauciuc pentru a realiza o greutate redusa, o rezistenta ridicata si o baza flexibila.</li><li><strong> O-ZONE FULL CUT</strong>-Cu O-Zone Full Cut, seile Velo reduce presiunea asupra zonei de sedere si permite o circulatie permanenta pentru organele genitale.</li><li><strong> WIDE CHANNEL AIRTHRU COOL</strong>-Cu tehnologia Airtrhu Cool un spatiu de aspiratie conduce aerul din partea anterioara a seii catre spatiul deschis din centru pentru o ventilatie mai buna Material fara cusaturi</li><li><strong>LATIME=175 MM </strong></li><li><strong>GREUTATE;358 GRAME </strong></li><li><strong>LUNGIME=270 MM</strong></li></ul>";Șei;;5;1;99.5;199.0;100;Șei;;VELO;2024/01/01;
100205;;Sa racing VELO-FIT ATHLETE BC - S (110-120 mm);"Suspensie ""Arc-Tech""-Reglarea intuitiva a miscarilor ciclistului, tehnologia patentata ArcTech ofera o flexibilitate imbunatatita si o absorbtie suplimentara a socurilor.O-Zone Base CutDesignul zonei O taiat in mijlocul seii micsoreaza presiunea pe perineu si asigura de asemenea curgerea aerului rece in timpul calatoriei.Foarte usoara si confortabilaSuprafata fara cusaturiDimensiuni L=286 X W=134 mmOptim VCZ (110-120 mm)Carcasa armata cu fibre de sticlaSine din CrMo cu scalaGreutate 248 grame";Șei;;5;1;99.5;199.0;100;Șei;;VELO;2024/01/01;
100206;;Sa racing Velo VELO-FIT ATHLETE BC - M (130-140 mm);"Suspensie ""Arc-Tech""-Reglarea intuitiva a miscarilor ciclistului, tehnologia patentata ArcTech ofera o flexibilitate imbunatatita si o absorbtie suplimentara a socurilor.O-Zone Base CutDesignul zonei O taiat in mijlocul seii micsoreaza presiunea pe perineu si asigura de asemenea curgerea aerului rece in timpul calatoriei.Foarte usoara si confortabilaSuprafata fara cusaturiDimensiuni L=286 X W=134 mmOptim VCZ (110-120 mm)Carcasa armata cu fibre de sticlaSine din CrMo cu scalaGreutate 248 grame";Șei;;5;1;65.0;130.0;100;Șei;;VELO;2024/01/01;
100207;;Sa racing Velo VELO-FIT ATHLETE BC - L (150-160 mm);"Suspensie ""Arc-Tech""-Reglarea intuitiva a miscarilor ciclistului, tehnologia patentata ArcTech ofera o flexibilitate imbunatatita si o absorbtie suplimentara a socurilor.O-Zone Base CutDesignul zonei O taiat in mijlocul seii micsoreaza presiunea pe perineu si asigura de asemenea curgerea aerului rece in timpul calatoriei.Foarte usoara si confortabilaSuprafata fara cusaturiDimensiuni L=286 X W=134 mmOptim VCZ (110-120 mm)Carcasa armata cu fibre de sticlaSine din CrMo cu scalaGreutate 248 grame";Șei;;5;1;65.0;130.0;100;Șei;;VELO;2024/01/01;
100208;;Sa racing VELO-FIT ATHLETE BC - XL(170-190 mm);"Suspensie ""Arc-Tech""-Reglarea intuitiva a miscarilor ciclistului, tehnologia patentata ArcTech ofera o flexibilitate imbunatatita si o absorbtie suplimentara a socurilor.O-Zone Base CutDesignul zonei O taiat in mijlocul seii micsoreaza presiunea pe perineu si asigura de asemenea curgerea aerului rece in timpul calatoriei.Foarte usoara si confortabilaSuprafata fara cusaturiDimensiuni L=286 X W=134 mmOptim VCZ (110-120 mm)Carcasa armata cu fibre de sticlaSine din CrMo cu scalaGreutate 248 grame";Șei;;5;1;65.0;130.0;100;Șei;;VELO;2024/01/01;
100209;;Sa Racing VELO-FIT ATHLETE  FC -S (110-120 mm);"<ul><li>Suspensie ""Arc-Tech""</li><li>O-Zone Base Cut Foarte usoara si confortabila</li><li>Suprafata fara cusaturi</li><li>Greutate 239 grame</li><li>Carcasa armata cu fibre de sticla</li><li>Sine CrMo cu scala</li><li>Dimensiuni L=286 X W=134 mm</li><li>Optim pentru VCZ (110-120 mm)</li><li>Category 3 Cross Country; rider max. 140 kg</li><li>Velo Comfort Zone S</li></ul>";Șei;;2;1;100.0;200.0;100;Șei;;VELO;2024/01/01;
100210;;Sa Racing VELO-FIT ATHLETE  FC - M(130-140 mm);"Suspensie ""Arc-Tech""O-Zone Base CutFoarte usoara si confortabilaSuprafata fara cusaturiGreutate 239 grameCarcasa armata cu fibre de sticlaSine CrMo cu scalaDimensiuni L=286 X W=134 mmOptim pentru VCZ (110-120 mm)";Șei;;0;0;75.0;150.0;100;Șei;;VELO;2024/01/01;
100211;;Sa Racing VELO-FIT ATHLETE  FC - L(150-160 mm);"<p>Suspensie ""Arc-Tech"" O-Zone Base Cut Foarte usoara si confortabila Suprafata fara cusaturi Greutate 239 grame Carcasa armata cu fibre de sticla Sine CrMo cu scala Dimensiuni L=286 X W=152mm Optim pentru VCZ (110-120 mm)</p>";Șei;;5;1;75.0;150.0;100;Șei;;VELO;2024/01/01;
100212;;Sa Racing  VELO-FIT ATHLETE  FC -XL(170-190 mm);"Suspensie ""Arc-Tech""O-Zone Base CutFoarte usoara si confortabilaSuprafata fara cusaturiGreutate 239 grameCarcasa armata cu fibre de sticlaSine CrMo cu scalaDimensiuni L=286 X W=134 mmOptim pentru VCZ (110-120 mm)";Șei;;0;0;75.0;150.0;100;Șei;;VELO;2024/01/01;
100213;;Sa  VELO TOUR E-GRIP Plush - 190 mm;"<ul><li>In zilele noastre, oamenii sunt mai constienti de sanatatea si protectia mediului. Ciclismul joaca un rol important intr-o epoca unica; nu mai este exclusiv la curse, ci un exercitiu si o tendinta. Cererile pe o bicicleta devin si mai personalizate si mai meticuloase. Raspunzand la astfel de solicitari, Velo specializeaza dezvoltarea de produse, oferind sei potrivite pentru persoanele cu nevoi diferite, creand astfel <strong>gama de sei ""PLUSH""</strong> pentru ciclistul  urban </li><li>Sa foarte confortabila de touring cu maner pentru o parcare mai usoara </li><li><strong>CONTRUCTIE  ,,D2""-</strong> Tehnologia bazata pe dubla densitate foloseste atat materialele din nailon, cat si cele din cauciuc pentru a realiza o greutate redusa, o rezistenta ridicata si o baza flexibila. </li><li><strong> O ZONE BASE CUT</strong>(Sa fara cusaturi) </li><li>Protectie fata si spate </li><li><strong> Greutate 504 grame</strong> </li><li><strong>Dimensiuni L-287 mm/B-190 mm</strong></li><li><strong>Utilizare-E-Bike, Sportiv, Fitness</strong></li></ul>";Șei/Tije șa, Coliere, Accesorii;;5;1;87.5;175.0;100;Șei/Tije șa, Coliere, Accesorii;;VELO;2024/01/01;
100214;;Sa Trekking VELO-FIT TRAVELLER -M (130-140 mm);Arc-Tech suspensionBaza cu dubla densitateFoarte usoara si foarte confortabilaGreutate 397 grameDimensiuni L=267 X W=152 mmDimensiune optima VCZ (130-140 mm );Șei;;2;1;72.5;145.0;100;Șei;;VELO;2024/01/01;
100215;;Sa Trekking VELO-FIT TRAVELLER - L (150-160 mm);Arc-Tech suspensionBaza cu dubla densitateFoarte usoara si foarte confortabilaGreutate 397 grameDimensiuni L=267 X W=152 mmDimensiune optima VCZ (130-140 mm );Șei;;5;1;72.5;145.0;100;Șei;;VELO;2024/01/01;
100216;;Sa Trekking VELO  VELO-FIT TRAVELLER -XL (170-190 mm);Arc-Tech suspensionBaza cu dubla densitateFoarte usoara si foarte confortabilaGreutate 397 grameDimensiuni L=267 X W=152 mmDimensiune optima VCZ (130-140 mm );Șei;;2;1;72.5;145.0;100;Șei;;VELO;2024/01/01;
100217;;"Sa Trekking VELO ""VELO-FIT TRAVELLER""-XXL (200-230 mm)";Arc-Tech suspensionBaza cu dubla densitateFoarte usoara si foarte confortabilaGreutate 397 grameDimensiuni L=267 X W=152 mmDimensiune optima VCZ (130-140 mm );Șei;;1;1;72.5;145.0;100;Șei;;VELO;2024/01/01;
100218;;"Sa City/Comfort VELO ""VELO-FIT TOWNIE""-M(130-140 mm)";"<ul><li>O-Zone pentru reducerea presiunii</li><li>Shock- absorbing suspensie elastomer care absoarbe socul</li><li>Baza puternica cu 2 componente</li><li>Interior din spuma ultra-usoara</li><li>Categoria 3 Cross Country; 140 kg</li><li>VELO - FIT optim pentru Velo Comfort Zone M(13-140 mm)</li><li>Greutate 556 grame</li><li>Lungime 270 mm Latime180 mm</li></ul>";Șei;;2;1;107.5;215.0;100;Șei;;VELO;2024/01/01;
100219;;"Sa City/Comfort VELO ""VELO-FIT TOWNIE""- L(150-160 mm)";"<ul><li>O-Zone pentru reducerea presiunii</li><li>Shock- absorbing suspensie elastomer care absoarbe socul</li><li>Baza puternica cu 2 componente</li><li>Interior din spuma ultra-usoara</li><li>Categoria 3 Cross Country; 140 kg</li><li>VELO - FIT optim pentru Velo Comfort Zone L(150-160 mm)</li><li>Greutate 623 grame</li><li>Lungime 268 mm, Latime 199 mm</li></ul>";Șei;;5;1;107.5;215.0;100;Șei;;VELO;2024/01/01;
100220;;"Sa City/Comfort VELO ""VELO-FIT TOWNIE""-XL(170-190 mm)";"<ul><li>O-Zone pentru reducerea presiunii</li><li>Shock- absorbing suspensie elastomer care absoarbe socul</li><li>Baza puternica cu 2 componente</li><li>Interior din spuma ultra-usoara</li><li>Categoria 3 Cross Country; 140 kg</li><li>VELO - FIT optim pentru Velo Comfort Zone XL(170-190) mm</li><li>Greutate - 719 grame</li><li>Lungime263 mm Latime216 mm</li></ul>";Șei;;2;1;125.0;250.0;100;Șei;;VELO;2024/01/01;
100221;;"Sa City/Comfort VELO ""VELO-FIT TOWNIE""-XXL(200-230 mm)";"<ul><li>O-Zone pentru reducerea presiunii</li><li>Shock- absorbing suspensie elastomer care absoarbe socul</li><li>Baza puternica cu 2 componente</li><li>Interior din spuma ultra-usoara</li><li>Categoria 3 Cross Country; 140 kg</li><li>VELO - FIT optim pentru Velo Comfort Zone XXL(200-230 mm)</li><li>Greutate 765 g</li><li>Lungime 267 mm Latime238 mm</li></ul>";Șei;;5;1;125.0;250.0;100;Șei;;VELO;2024/01/01;
100222;;"Sa  VELO ""TOUR UNI"" Plush";"<p>    In zilele noastre, oamenii sunt mai constienti de sanatatea si protectia mediului. Ciclismul joaca un rol important intr-o epoca unica; nu mai este exclusiv la curse, ci un exercitiu si o tendinta. Cererile pe o bicicleta devin si mai personalizate si mai meticuloase. Raspunzand la astfel de solicitari, Velo specializeaza dezvoltarea de produse, oferind sei potrivite pentru persoanele cu nevoi diferite, creand astfel gama de sei <strong>""PLUSH""</strong> pentru ciclistul  urban </p><ul><li><strong> ARC-TECH SUSPENSION</strong>(Tehnologia Arc-Tech este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului.) </li><li><strong> Constructie D2</strong> -Tehnologia bazata pe dubla densitate foloseste atat materialele din nailon, cat si cele din cauciuc pentru a realiza o greutate redusa, o rezistenta ridicata si o baza flexibila. </li><li><strong> O-ZONE BASE CUT</strong>(Sezut fara cusaturi) -Pozitie foarte confortabila - Umplutura mai mare in spate pentru o pozitie mai confortabila  forma alungita in fata pentru reducerea presiunii organelor genitale </li><li>Pentru doamne si domni </li><li><strong> Greutate ;398 grame </strong></li><li><strong> L=261 x W=161 mm</strong></li></ul>";Șei;;5;1;75.0;150.0;100;Șei;;VELO;2024/01/01;
100223;;"Sa VELO  ,,TOUR L 2 ECO""";"<ul><li>      Suprafata fara cusaturi </li><li><strong> CONSTRUCTIE D 2</strong> -Tehnologia bazata pe dubla densitate foloseste atat materialele din nailon, cat si cele din cauciuc pentru a realiza o greutate redusa, o rezistenta ridicata si o baza flexibila.</li><li><strong>O-ZONE BASE CUT</strong>(Sezut fara cusaturi) -Pozitie foarte confortabila - Umplutura mai mare in spate pentru o pozitie mai confortabila forma alungita in fata pentru reducerea presiunii organelor genitale</li><li>Protectie in spate </li><li><strong> Greutate; 389 grame</strong></li><li><strong>  L=252 x W= 190 mm</strong></li></ul>";Șei;;0;0;40.0;80.0;100;Șei;;VELO;2024/01/01;
100224;;Sa  VELO NEWPORT GEMINI  Memory Foam;"<ul><li><strong>MEMORY FOAM</strong>(Seile Memory Foam(Spuma care memoreaza)seile sunt facute din spuma vascoelastica, care este realizata din poliuretan de mare densitate. Proprietatea principala o reprezinta faptul ca fiind sensibila la temperatura, se adapteaza formei corpului pe masura ce acesta o incalzeste. Seile cu aceasta tehnologii sunt perfecte cu nevoile si comfortul dumneavoastra deoarece “memoreaza"" anatomia pozitiei corpului si greutatea dumneavoastra.) </li><li><strong> ARC-TECH SUSPENSION</strong>(Tehnologia Arc-Tech este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului.) </li><li><strong> ELASTOMER  SHOCK  ABSORBING</strong>(Supensie bazata pe elastomeri) </li><li><strong> PROTECTIE PENTRU COPII</strong> </li><li><strong> SA FOARTE CONFORTABILA DATORITA CONSTRUCTIEI D2</strong> </li><li><strong>O-ZONE FULL CUT</strong>(Cu O-Zone Full Cut, seile Velo reduc  presiunea asupra zonei de sedere si permite o circulatie permanenta pentru organele genitale.) </li><li><strong>CULOARE NEGRU/GREY/ALB</strong> </li><li><strong>GREUTATE APROXIMATIV 858 GRAME</strong></li><li><strong>Dimensiuni 270 x 211 mm</strong></li></ul>";Șei;;5;1;99.5;199.0;100;Șei;;VELO;2024/01/01;
100225;;Sa VELO  PLUSH ELASTOMER MF Memory Foam;"<ul><li>Sine culoarea aluminiului </li><li><strong> ELASTOMER SHOCK ABSORBING</strong></li><li><strong>ARC-TECH SUSPENSION(</strong>Tehnologia Arc-Tech este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului) </li><li><strong> CONSTRUCTIE D 2</strong> - Tehnologia bazata pe dubla densitate foloseste atat materialele din nailon, cat si cele din cauciuc pentru a realiza o greutate redusa, o rezistenta ridicata si o baza flexibila. </li><li><strong> O-ZONE BASE CUT</strong> -Forma anatomica DESIGN ,,DEEP CHANNEL"" </li><li><strong> MEMORY FOAM(</strong>Seile Memory Foam(Spuma care memoreaza)seile sunt facute din spuma vascoelastica, care este realizata din poliuretan de mare densitate. Proprietatea principala o reprezinta faptul ca fiind sensibila la temperatura, se adapteaza formei corpului pe masura ce acesta o incalzeste. Seile cu aceasta tehnologie sunt perfecte cu nevoile si comfortul dumneavoastra deoarece “memoreaza"" anatomia pozitiei corpului si greutatea dumneavoastra.) </li><li><strong> VACUUM TECHNOLOGY</strong>(Suprafata impermeabila fara cusaturi)</li><li><strong>Dimensiuni 275 x 211 mm</strong></li></ul>";Șei;;5;1;124.5;249.0;100;Șei;;VELO;2024/01/01;
100226;;"Sa VELO ,,PLUSH GEL ELASTOMER""";"<ul><li> Sine culoarea aluminiului </li><li><strong> ELASTOMER-SHOCK-ABSORBING</strong>(Suspensie bazata pe elastomer) </li><li><strong> ARC-TECH SUSPESION</strong>(Tehnologia Arc-Tech este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului.) </li><li><strong> CONSTRUCTIE D2</strong>-Tehnologia bazata pe dubla densitate foloseste atat materialele din nailon, cat si cele din cauciuc pentru a realiza o greutate redusa, o rezistenta ridicata si o baza flexibila. </li><li><strong> O-ZONE FULL CUT</strong>(Cu O-Zone Full Cut, seile Velo reduc  presiunea asupra zonei de sedere si permite o circulatie permanenta pentru organele genitale.) </li><li><strong> Forma anatomica cu DESIGN ,,DEEP CHANNEL"" </strong></li><li><strong> GEL BIODEGRADABIL</strong> </li><li><strong> VACUUM TECHNOLOGY</strong>(Suprafata impermeabila fara cusaturi) </li><li><strong> Dimensiuni 275 x 213 mm</strong></li></ul>";Șei;;3;1;147.5;295.0;100;Șei;;VELO;2024/01/01;
100227;;Sa VELO  SPEEDFLEX BASIC- S (110-120 mm);<ul><li>Sa originala Velo la un pret imbatabil</li><li>Sina cu scala</li><li>Memory Foam</li><li>Suprafata fara cusaturi ceea ce o face foarte confortabila</li><li>O-Zone Base Cut</li><li>Dimensiuni 278 x 142 mm</li><li>Greutate 312 grame</li></ul>;Șei;;5;1;55.0;110.0;100;Șei;;VELO;2024/01/01;
100228;;Sa VELO SPEEDFLEX BASIC -M (130-140 mm);Sa originala Velo la un pret imbatabilSina cu scalaMemory FoamSuprafata fara cusaturi ceea ce o face foarte confortabilaO-Zone Base CutDimensiuni 278 x 142 mmGreutate 312 grame;Șei;;5;1;55.0;110.0;100;Șei;;VELO;2024/01/01;
100229;;Sa VELO SPEEDFLEX BASIC- L (150-160 mm);Sa originala Velo la un pret imbatabilSina cu scalaMemory FoamSuprafata fara cusaturi ceea ce o face foarte confortabilaO-Zone Base CutDimensiuni 278 x 142 mmGreutate 312 grame;Șei;;5;1;55.0;110.0;100;Șei;;VELO;2024/01/01;
100230;;Sa  VELO TOUR ELA X   Plush Maro;"<ul><li>In zilele noastre, oamenii sunt mai constienti de sanatatea si protectia mediului. Ciclismul joaca un rol important intr-o epoca unica; nu mai este exclusiv la curse, ci un exercitiu si o tendinta. Cererile pe o bicicleta devin si mai personalizate si mai meticuloase. Raspunzand la astfel de solicitari, Velo specializeaza dezvoltarea de produse, oferind sei potrivite pentru persoanele cu nevoi diferite, creand astfel gama de sei<strong> ""PLUSH""</strong> pentru ciclistul  urban </li><li><strong> ELASTOMER-SHOCK-ABSORBING SI PROTECTIE PENTRU COPII </strong></li><li><strong> ARC-TECH SUSPENSION(</strong>Tehnologia Arc-Tech este perfecta pentru miscarile ciclistului deoarece sinele pot fi ajustate pentru oricare pozitie si ajuta la absorbirea socului.) </li><li>Sine de culoarea aluminiului </li><li>Sa foarte confortabila datorita constructiei D 2</li><li>Tehnologia bazata pe dubla densitate foloseste atat materialele din nailon, cat si cele din cauciuc pentru a realiza o greutate redusa, o rezistenta ridicata si o baza flexibila. </li><li>Protectie fata si spate </li><li><strong> Greutate; 847 grame </strong></li><li><strong> Dimensiuni L=260 x W= 220 mm</strong></li></ul>";Șei;;5;1;112.5;225.0;100;Șei;;VELO;2024/01/01;
